Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,886,1476,10000,10000,0
T1,100,2831,4717,15000,15000,0
T2,100,358,596,15000,15000,0
T3,100,2932,4886,15000,15000,0
T4,100,808,1346,15000,15000,0
T5,100,1665,2775,20000,20000,0
T6,100,3500,5833,30000,30000,0
T7,100,13371,22285,40000,40000,0
T8,100,12770,21283,50000,50000,0
T9,100,62,102,55000,55000,0
T10,100,14390,23983,55000,55000,0
T11,100,4696,7826,60000,60000,0
T12,100,5027,8377,60000,60000,0
T13,100,3205,5341,60000,60000,0
T14,100,5241,8735,60000,60000,0
T15,100,871,1451,60000,60000,0
