Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1460,2433,10000,10000,0
T1,100,517,861,10000,10000,0
T2,100,180,300,10000,10000,0
T3,100,1838,3062,10000,10000,0
T4,100,4369,7281,15000,15000,0
T5,100,1102,1836,15000,15000,0
T6,100,3407,5677,35000,35000,0
T7,100,9870,16449,35000,35000,0
T8,100,9801,16334,35000,35000,0
T9,100,3511,5851,40000,40000,0
T10,100,5000,8332,50000,50000,0
T11,100,7311,12185,50000,50000,0
T12,100,393,654,55000,55000,0
T13,100,3541,5901,55000,55000,0
T14,100,2539,4231,70000,70000,0
T15,100,4118,6862,75000,75000,0
