Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,255,424,10000,10000,0
T1,100,456,760,10000,10000,0
T2,100,1632,2720,10000,10000,0
T3,100,761,1267,10000,10000,0
T4,100,3641,6068,15000,15000,0
T5,100,564,940,15000,15000,0
T6,100,1097,1828,20000,20000,0
T7,100,2883,4804,25000,25000,0
T8,100,1674,2789,25000,25000,0
T9,100,1470,2450,30000,30000,0
T10,100,5361,8935,35000,35000,0
T11,100,9302,15502,40000,40000,0
T12,100,10364,17273,45000,45000,0
T13,100,9474,15790,50000,50000,0
T14,100,4517,7527,50000,50000,0
T15,100,7381,12301,50000,50000,0
