Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,836,1393,10000,10000,0
T1,100,5895,9825,15000,15000,0
T2,100,189,314,15000,15000,0
T3,100,2181,3635,20000,20000,0
T4,100,9343,15571,25000,25000,0
T5,100,1655,2757,25000,25000,0
T6,100,2605,4341,25000,25000,0
T7,100,425,707,25000,25000,0
T8,100,2349,3914,25000,25000,0
T9,100,5277,8795,30000,30000,0
T10,100,1828,3046,30000,30000,0
T11,100,407,677,40000,40000,0
T12,100,8210,13683,55000,55000,0
T13,100,5384,8972,60000,60000,0
T14,100,3389,5648,60000,60000,0
T15,100,9950,16583,80000,80000,0
