Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,3803,6337,10000,10000,0
T1,100,948,1579,10000,10000,0
T2,100,203,337,15000,15000,0
T3,100,1908,3179,15000,15000,0
T4,100,738,1230,15000,15000,0
T5,100,267,445,20000,20000,0
T6,100,1760,2932,20000,20000,0
T7,100,3486,5809,25000,25000,0
T8,100,918,1530,25000,25000,0
T9,100,9310,15516,25000,25000,0
T10,100,2091,3484,30000,30000,0
T11,100,378,630,45000,45000,0
T12,100,11057,18427,50000,50000,0
T13,100,1278,2129,55000,55000,0
T14,100,9719,16197,60000,60000,0
T15,100,7865,13107,65000,65000,0
