Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,2558,4262,10000,10000,0
T1,100,346,576,10000,10000,0
T2,100,1590,2650,10000,10000,0
T3,100,774,1290,10000,10000,0
T4,100,110,182,15000,15000,0
T5,100,925,1541,20000,20000,0
T6,100,412,686,30000,30000,0
T7,100,12312,20519,30000,30000,0
T8,100,7842,13069,35000,35000,0
T9,100,1941,3234,50000,50000,0
T10,100,653,1088,70000,70000,0
T11,100,14190,23649,75000,75000,0
T12,100,124,206,75000,75000,0
T13,100,9490,15816,75000,75000,0
T14,100,11010,18350,90000,90000,0
T15,100,19362,32270,95000,95000,0
