Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1518,2529,10000,10000,0
T1,100,139,231,10000,10000,0
T2,100,2392,3986,10000,10000,0
T3,100,258,430,15000,15000,0
T4,100,8331,13884,15000,15000,0
T5,100,221,368,15000,15000,0
T6,100,271,451,15000,15000,0
T7,100,99,165,20000,20000,0
T8,100,240,399,20000,20000,0
T9,100,4765,7941,30000,30000,0
T10,100,6780,11299,35000,35000,0
T11,100,3,4,45000,45000,0
T12,100,6026,10042,60000,60000,0
T13,100,12697,21161,65000,65000,0
T14,100,14645,24407,75000,75000,0
T15,100,4439,7397,90000,90000,0
