Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,68,113,10000,10000,0
T1,100,4136,6893,10000,10000,0
T2,100,2820,4699,15000,15000,0
T3,100,711,1185,20000,20000,0
T4,100,1103,1837,20000,20000,0
T5,100,48,79,20000,20000,0
T6,100,281,467,20000,20000,0
T7,100,2412,4019,20000,20000,0
T8,100,741,1234,20000,20000,0
T9,100,18,30,25000,25000,0
T10,100,3691,6151,25000,25000,0
T11,100,169,281,35000,35000,0
T12,100,15465,25774,85000,85000,0
T13,100,13499,22498,85000,85000,0
T14,100,23897,39828,90000,90000,0
T15,100,25874,43123,90000,90000,0
