Task ID,Job ID,Arrival min,Arrival max,Cost min,Cost max,Deadline,Priority
0,0,0,500,1148,1913,10000,0
0,1,10000,10500,1148,1913,20000,1
0,10,100000,100500,1148,1913,110000,22
0,100,1000000,1000500,1148,1913,1010000,233
0,101,1010000,1010500,1148,1913,1020000,234
0,102,1020000,1020500,1148,1913,1030000,237
0,103,1030000,1030500,1148,1913,1040000,238
0,104,1040000,1040500,1148,1913,1050000,241
0,105,1050000,1050500,1148,1913,1060000,243
0,106,1060000,1060500,1148,1913,1070000,245
0,107,1070000,1070500,1148,1913,1080000,246
0,108,1080000,1080500,1148,1913,1090000,249
0,109,1090000,1090500,1148,1913,1100000,250
0,11,110000,110500,1148,1913,120000,23
0,110,1100000,1100500,1148,1913,1110000,255
0,111,1110000,1110500,1148,1913,1120000,257
0,112,1120000,1120500,1148,1913,1130000,260
0,113,1130000,1130500,1148,1913,1140000,261
0,114,1140000,1140500,1148,1913,1150000,264
0,115,1150000,1150500,1148,1913,1160000,265
0,116,1160000,1160500,1148,1913,1170000,267
0,117,1170000,1170500,1148,1913,1180000,269
0,118,1180000,1180500,1148,1913,1190000,271
0,119,1190000,1190500,1148,1913,1200000,272
0,12,120000,120500,1148,1913,130000,26
0,120,1200000,1200500,1148,1913,1210000,281
0,121,1210000,1210500,1148,1913,1220000,282
0,122,1220000,1220500,1148,1913,1230000,284
0,123,1230000,1230500,1148,1913,1240000,286
0,124,1240000,1240500,1148,1913,1250000,288
0,125,1250000,1250500,1148,1913,1260000,289
0,126,1260000,1260500,1148,1913,1270000,292
0,127,1270000,1270500,1148,1913,1280000,293
0,128,1280000,1280500,1148,1913,1290000,296
0,129,1290000,1290500,1148,1913,1300000,298
0,13,130000,130500,1148,1913,140000,27
0,130,1300000,1300500,1148,1913,1310000,303
0,131,1310000,1310500,1148,1913,1320000,304
0,132,1320000,1320500,1148,1913,1330000,307
0,133,1330000,1330500,1148,1913,1340000,308
0,134,1340000,1340500,1148,1913,1350000,310
0,135,1350000,1350500,1148,1913,1360000,312
0,136,1360000,1360500,1148,1913,1370000,315
0,137,1370000,1370500,1148,1913,1380000,316
0,138,1380000,1380500,1148,1913,1390000,319
0,139,1390000,1390500,1148,1913,1400000,320
0,14,140000,140500,1148,1913,150000,29
0,140,1400000,1400500,1148,1913,1410000,326
0,141,1410000,1410500,1148,1913,1420000,328
0,142,1420000,1420500,1148,1913,1430000,330
0,143,1430000,1430500,1148,1913,1440000,331
0,144,1440000,1440500,1148,1913,1450000,335
0,145,1450000,1450500,1148,1913,1460000,336
0,146,1460000,1460500,1148,1913,1470000,338
0,147,1470000,1470500,1148,1913,1480000,340
0,148,1480000,1480500,1148,1913,1490000,342
0,149,1490000,1490500,1148,1913,1500000,343
0,15,150000,150500,1148,1913,160000,31
0,150,1500000,1500500,1148,1913,1510000,349
0,151,1510000,1510500,1148,1913,1520000,350
0,152,1520000,1520500,1148,1913,1530000,353
0,153,1530000,1530500,1148,1913,1540000,355
0,154,1540000,1540500,1148,1913,1550000,357
0,155,1550000,1550500,1148,1913,1560000,358
0,156,1560000,1560500,1148,1913,1570000,361
0,157,1570000,1570500,1148,1913,1580000,362
0,158,1580000,1580500,1148,1913,1590000,364
0,159,1590000,1590500,1148,1913,1600000,366
0,16,160000,160500,1148,1913,170000,34
0,160,1600000,1600500,1148,1913,1610000,375
0,161,1610000,1610500,1148,1913,1620000,376
0,162,1620000,1620500,1148,1913,1630000,379
0,163,1630000,1630500,1148,1913,1640000,380
0,164,1640000,1640500,1148,1913,1650000,382
0,165,1650000,1650500,1148,1913,1660000,384
0,166,1660000,1660500,1148,1913,1670000,386
0,167,1670000,1670500,1148,1913,1680000,387
0,168,1680000,1680500,1148,1913,1690000,391
0,169,1690000,1690500,1148,1913,1700000,392
0,17,170000,170500,1148,1913,180000,35
0,170,1700000,1700500,1148,1913,1710000,397
0,171,1710000,1710500,1148,1913,1720000,399
0,172,1720000,1720500,1148,1913,1730000,401
0,173,1730000,1730500,1148,1913,1740000,402
0,174,1740000,1740500,1148,1913,1750000,405
0,175,1750000,1750500,1148,1913,1760000,406
0,176,1760000,1760500,1148,1913,1770000,409
0,177,1770000,1770500,1148,1913,1780000,411
0,178,1780000,1780500,1148,1913,1790000,413
0,179,1790000,1790500,1148,1913,1800000,414
0,18,180000,180500,1148,1913,190000,38
0,180,1800000,1800500,1148,1913,1810000,421
